MOTHERLODE_ID,PROJECT_ID,RESPONDENT_ID,METHOD_ID,METHOD_TYPE,PROJECT_NUMBER,CREATED_ON,PRACTICE,RESPONDENT_DATE,RESPONDENT_LANGUAGE,TEMPLATE_NUMBER_162048140,ENTITY_ID,SCAN_RESPONDENT_ID,AUTO_INCREMENT,CASEID,BATCH_ID,LANG1,Q1,Q2_DK,Q3,Q3_1,Q4,Q7,Q8,Q25,Q10,Q11,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13H,Q13I,Q13J,Q13K,Q13L,Q14A,Q14B,Q14C,Q14D,Q14E,Q14F,Q14G,Q17,Q18,Q9,Q19A,Q19B,Q19C,Q19D,Q19E,Q19F,Q20A,Q20B,Q20C,Q20D,Q20E,Q20F,Q20G,Q20H,Q21,Q23A,Q23B,Q23C,Q23D,Q23E,Q23F,Q23G,Q24A,Q24B,Q24C,Q24D,Q24E,Q24F,Q24G,Q26,Q27A,Q27B,Q27C,Q27D,Q27E,Q28A,Q28B,Q28C,Q29,Q30A,Q30B,Q30C,Q30D,Q30E,Q30F,Q30G,Q30H,Q30I,Q31,Q32,Q33,Q34,Q35,Q36A,Q36B,Q36C,Q36D,Q36E,Q36F,Q36G,Q37A,Q37B,Q37C,Q37D,Q37E,Q38,Q39A,Q39B,Q39C,Q39D,Q39E,Q39F,Q39G,Q39H,Q39I,Q40,Q41,Q42,Q43,Q44,Q45,Q46A,Q46B,Q46C,Q46D,Q47,Q48,Q50,Q50_DNA,Q51,Q51_DNA,Q51A,Q52,Q53,Q54,Q55,Q56A,Q56B,Q56C,Q57A,Q57B,Q57C,Q57D,Q58A,Q58B,Q58C,Q58D,Q58E,Q59A,Q59B,Q61A,Q61B,Q61C,Q61D,Q62,Q63,Q64A,Q64B,Q64C,Q64D,Q65A,Q65B,Q66A,Q66B,Q66C,Q66D,Q67A,Q67B,Q67C,Q67D,Q67E,Q68A,Q68B,Q68C,Q68D,Q68E,Q69A,Q69B,Q69C,Q69D,Q70A,Q70B,Q70C,Q70D,Q71A,Q71B,Q71C,Q71D,Q71E,Q71F,Q72,Q73A,Q73B,Q73C,Q73D,Q73E,Q73F,Q73G,Q73H,Q74_NO,Q74A,Q74B,Q74C,Q75A,Q75B,Q75C,Q75D,Q75E,Q75F,Q75G,Q75H,Q75_1A,Q75_1B,Q75_1C,Q76A,Q76B,Q76C,Q76D,Q76E,Q76F,Q76_1A,Q76_1B,Q76_1C,Q76_1D,Q76_1E,Q76_1F,Q76_1G,Q76_1H,Q77,Q78_M,Q78_Y,Q79,Q80,Q80A,Q81,Q83,Q84,Q85,Q86,Q87,Q87A,Q87B,Q88A,Q88B,Q88C,Q88D,Q88E,Q88F,Q89,Q90,Q91,Q91A,Q92,Q92_NONE,Q92A,Q93,Q93_NONE,Q94,Q95,BAYLOR_2014_LANGUAGE,AGE,AGE_VALID,STRATUM_KEY,STATE,PROJWT,WEIGHT,Q2,RELTRAD,I_GENDER,I_EDUC,I_MARITAL,I_RELIGION,I_ATTEND
128172868,33370,01_001759_00000071,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/12/2014,en-US,162048140,4139830107,4139830107,1759,1759,71,en-US,45,,4,4,5,2,8,3,4,7,2,3,1,1,2,1,3,1,3,1,1,1,3,1,1,1,0,0,3,1,1,1,4,1,4,4,4,1,4,1,4,1,4,1,4,1,2,4,4,4,2,4,4,4,4,1,4,3,3,1,4,4,1,1,4,3,1,4,4,3,1,1,2,2,2,2,2,2,2,1,4,4,1,1,8,2,4,4,2,3,3,3,2,2,3,2,2,1,1,1,2,1,8,8,8,2,8,2,2,1,3,1,4,2,2,2,2,0,0,26,,,1,2,1,4,4,1,4,4,3,2,2,3,3,8,8,3,3,3,45,31,4,4,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,3,2,3,3,3,3,1,1,1,1,1,1,1,2,2,1,,,,,,,,,,,,3,3,3,3,1,1,1,3,1,2,1,2,2,2,1,1,2,2,7,1982,1,2,2,6,,,,2,2,2,8,1,2,2,2,2,,1,6,1,1,1,,29,1,,3,5,1,32,1,21,AZ,17054.9126606825,0.229247836918291,,1,2,5,2,1,4
128172870,33370,01_001760_00000071,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/12/2014,en-US,162048140,4139833813,4139833813,1760,1760,71,en-US,30,,4,4,7,3,2,3,5,8,2,3,1,1,2,2,1,1,1,2,1,1,3,2,1,0,1,1,3,3,1,8,4,2,3,4,3,2,2,1,4,1,4,1,4,1,1,4,4,3,4,4,4,4,3,1,3,4,4,1,3,4,4,1,4,3,1,2,4,3,1,1,1,2,2,2,2,2,2,1,3,3,3,2,8,4,4,4,3,3,4,2,3,3,2,3,3,2,3,3,1,1,2,3,3,1,8,1,2,1,2,1,3,2,2,2,2,0,0,23,,,1,2,1,3,3,1,4,4,4,2,2,3,3,6,6,8,8,8,30,30,3,2,3,2,1,1,1,1,3,1,4,4,2,2,2,4,2,4,2,4,3,4,2,2,2,2,4,0,2,0,4,0,0,1,1,3,3,3,3,3,1,2,1,1,1,2,2,2,1,1,,,,,,,,,,,,2,2,4,4,2,2,2,2,1,1,1,2,1,2,2,2,2,2,7,1977,1,4,2,3,45,3,2,2,2,2,2,1,2,2,2,2,2,1,7,,1,3,,24,3,,3,5,1,37,1,41,CO,40728.5437588159,0.547462818678949,,6,2,6,2,5,6
128172869,33370,01_001762_00000071,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/12/2014,en-US,162048140,4139836234,4139836234,1762,1762,71,en-US,16,,3,3,6,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,0,3,8,0,0,3,3,2,2,3,4,2,1,3,2,2,4,1,4,1,4,1,4,2,1,3,3,2,3,2,3,2,2,2,3,3,3,1,2,3,3,3,4,1,4,1,2,1,4,1,1,2,2,2,2,2,2,1,4,5,4,3,2,3,4,4,2,3,3,2,2,2,3,3,1,2,1,2,3,1,2,2,1,3,2,1,2,1,5,2,4,2,2,2,1,0,0,26,,,1,2,2,4,3,1,4,3,4,3,3,3,4,4,4,8,9,8,16,16,4,4,4,1,2,1,1,1,2,1,3,3,3,1,1,4,1,1,1,1,1,2,2,2,1,3,5,0,0,0,4,1,0,0,3,1,3,2,3,3,2,1,1,1,1,1,2,1,2,1,,,,,,,,,,,,4,4,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,10,1969,2,1,2,1,30,3,1,2,2,2,8,1,2,2,2,2,2,2,7,,2,2,,33,2,,3,7,1,45,1,43,DC,83570.9780719932,1.12334002133692,,4,1,6,2,4,5
128172871,33370,01_001763_00000071,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/12/2014,en-US,162048140,4139835767,4139835767,1763,1763,71,en-US,46,,1,3,0,,,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,8,0,3,0,0,0,1,4,4,,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,4,3,4,2,3,2,2,2,2,2,2,2,2,2,2,1,4,4,3,3,2,3,4,3,2,1,3,1,3,3,3,3,3,2,1,1,2,1,3,3,1,2,,2,2,2,4,1,3,2,2,2,2,0,0,36,,,1,2,1,4,1,1,2,2,3,2,3,3,2,1,1,9,6,0,12,46,3,3,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,3,1,3,2,3,2,1,1,1,2,2,1,2,2,2,,4,2,,3,3,3,2,2,2,2,2,2,4,4,3,3,3,3,3,3,1,1,2,2,2,2,1,2,2,9,1964,1,2,1,6,,,,2,2,2,8,1,2,2,2,2,,,6,1,2,1,,41,1,,3,7,1,50,1,42,WA,49568.0608741908,0.666281379548718,,7,2,5,2,6,1
128172872,33370,01_001764_00000071,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/12/2014,en-US,162048140,4139831594,4139831594,1764,1764,71,en-US,45,,4,4,8,2,6,3,4,8,2,3,1,2,2,1,1,1,1,1,1,1,1,2,1,4,0,0,0,2,1,6,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,2,1,3,3,4,1,3,4,1,1,4,3,2,2,3,3,2,1,1,2,2,2,1,2,2,1,4,6,3,3,2,2,3,3,2,2,2,2,3,2,4,3,2,1,2,1,1,1,2,2,2,2,1,2,3,1,3,2,3,2,2,2,2,0,0,,1,,1,1,,,,2,,,,4,1,3,1,0,0,7,7,0,21,,1,1,1,2,1,1,1,1,1,1,3,3,2,1,1,3,3,2,3,2,3,2,2,2,2,2,1,4,8,8,2,3,2,1,3,2,3,3,3,2,1,1,1,1,1,1,2,2,1,1,,,,,,,,,,,,2,2,3,3,1,1,1,2,1,1,1,1,2,2,2,2,1,2,6,1989,1,1,2,1,28,2,1,2,2,1,1,,1,,,,,,6,,2,,1,0,,1,3,2,1,25,1,31,TN,46461.6465499754,0.624525741242807,N/A,3,2,5,1,3,6
128172309,33370,01_001765_00000071,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/12/2014,en-US,162048140,4139819594,4139819594,1765,1765,71,en-US,16,,3,3,1,1,8,3,2,0,1,1,1,1,1,1,1,1,1,2,2,,1,1,1,0,1,4,1,2,1,1,,,,,,3,,,,,3,3,4,,1,3,4,4,4,,4,3,3,,,,,,,1,4,4,4,4,4,3,4,3,2,1,,,,,,,,1,4,6,2,1,8,3,3,,1,3,3,2,3,2,3,2,3,1,2,2,2,2,2,2,2,2,2,1,3,1,3,2,3,2,2,2,2,2,0,18,,,,6,,,,1,3,3,3,2,3,2,2,3,3,8,8,1,16,,3,3,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,2,,,,,,,2,1,,1,,1,,,,1,,,,,,,,,,,,4,4,4,3,3,3,3,3,3,,,,,,,,,2,11,1940,1,1,2,,,,,2,2,2,8,,,,,,,2,2,3,2,1,,18,,1,3,3,1,74,1,13,CA,48638.6908927086,0.653789022525821,,4,2,1,4,4,2
128172873,33370,01_001766_00000071,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/12/2014,en-US,162048140,4139830839,4139830839,1766,1766,71,en-US,33,,3,4,3,3,2,3,5,8,1,2,1,1,2,1,2,1,2,1,1,1,3,3,8,0,1,1,3,2,1,1,4,3,3,4,4,3,4,3,4,1,4,2,4,3,4,4,4,4,3,4,4,4,3,1,3,3,3,1,3,4,3,1,4,1,1,3,3,2,1,2,2,2,2,2,2,2,1,1,4,2,2,1,8,2,2,3,2,3,3,1,3,3,3,2,4,,1,1,1,1,2,3,2,1,2,1,2,1,2,2,3,2,2,2,2,2,0,30,,,1,2,1,3,3,2,,,,3,1,3,3,3,3,9,8,7,33,33,3,3,3,2,1,1,1,1,2,1,2,2,3,3,3,3,3,3,2,4,3,2,2,3,2,2,2,2,3,1,2,2,3,1,2,3,3,3,3,3,1,2,1,1,1,1,1,2,2,1,,,,,,,,,,,,3,4,2,4,3,3,4,4,4,2,1,2,1,1,2,1,2,2,4,1973,1,1,2,6,50,4,2,2,2,2,1,1,2,1,2,2,,1,5,5,2,1,1,19,,1,3,3,1,41,1,23,TX,26653.516274681,0.358269847158079,United Methodist,2,2,4,2,2,3
128172874,33370,01_001767_00000071,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/12/2014,en-US,162048140,4139837576,4139837576,1767,1767,71,en-US,38,,1,3,1,,,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1,3,1,1,1,2,4,6,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,2,3,3,2,3,3,1,4,4,4,4,4,2,4,2,2,1,1,1,1,2,2,2,2,1,6,7,4,3,2,3,4,4,3,3,4,2,2,2,3,2,2,1,1,1,2,2,3,2,2,3,2,1,2,1,3,2,4,2,2,2,2,0,0,,1,,1,3,1,3,1,2,,,,2,3,2,2,1,1,6,6,5,38,46,4,4,3,3,1,1,1,1,1,1,4,4,1,1,1,4,1,2,2,2,2,5,1,1,1,3,4,1,1,1,3,2,2,1,3,1,3,3,3,3,2,1,1,2,1,1,2,1,2,1,,,,,,,,,,,,3,3,4,3,2,2,3,2,2,2,1,2,2,1,2,1,2,2,10,1968,1,1,2,1,75,3,1,1,2,2,8,1,2,2,2,2,2,1,7,,2,,1,,,,1,5,1,46,1,43,TX,46430.2492581246,0.624103706760127,,2,2,6,2,2,2
128172875,33370,01_001768_00000071,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/12/2014,en-US,162048140,4139831431,4139831431,1768,1768,71,en-US,1,,2,4,3,3,2,2,5,7,2,1,1,1,3,3,2,1,1,1,1,1,2,3,8,3,1,1,1,2,1,1,3,,,,,,,,,,,,4,,4,2,4,3,1,2,4,3,4,1,3,3,4,1,3,1,4,4,4,4,4,2,4,2,2,1,2,2,2,2,2,2,2,1,4,6,3,3,2,3,3,3,3,3,3,1,2,3,3,2,1,,1,1,8,1,2,8,8,8,1,2,2,1,2,1,3,2,2,2,2,0,0,29,,45,,5,,,,1,4,4,4,2,3,3,2,3,3,7,8,8,16,,3,3,3,2,1,1,1,1,1,1,2,3,4,3,3,1,,,,,,,,,,,1,4,1,0,1,4,2,2,3,2,3,3,3,3,1,1,1,2,1,1,2,1,2,1,,,,,,,,,,,,2,1,5,4,3,3,4,4,1,1,1,1,2,1,1,1,2,2,2,1967,1,3,2,2,40,2,1,1,1,1,1,2,1,2,2,2,2,1,7,,1,3,,29,3,,3,4,1,47,1,31,NC,17054.9126606825,0.229247836918291,Center for Spiritual Living,6,2,6,3,5,3
128172876,33370,01_001769_00000071,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/12/2014,en-US,162048140,4139831414,4139831414,1769,1769,71,en-US,12,,4,4,8,1,3,3,4,8,2,3,1,1,4,4,1,1,1,1,1,1,1,3,3,0,0,0,4,1,1,2,4,4,4,4,4,4,4,1,4,1,4,4,4,1,2,4,4,4,1,3,4,4,4,1,4,4,4,1,4,4,1,1,4,1,1,4,2,3,1,1,1,2,2,2,2,2,2,1,2,2,2,4,1,3,3,4,3,4,4,3,4,4,2,4,4,2,8,8,8,1,2,3,3,1,3,1,1,2,3,1,4,2,2,2,2,0,0,22,,24,,2,1,4,1,1,4,4,3,2,1,3,3,1,1,9,9,9,12,12,1,1,1,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,0,1,3,3,3,2,1,2,2,2,1,1,2,1,2,1,,4,4,,5,5,5,1,2,4,4,4,1,1,5,1,1,1,4,4,1,1,2,1,1,2,2,2,1,2,10,1978,1,4,2,4,20,1,1,1,1,2,8,1,2,2,2,2,2,1,7,1,2,2,,29,2,,3,5,1,36,1,31,NC,17054.9126606825,0.229247836918291,N/A,1,2,6,2,1,6
128172310,33370,01_001770_00000071,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/12/2014,en-US,162048140,4139819025,4139819025,1770,1770,71,en-US,20,,4,4,8,5,1,3,5,8,4,4,1,1,4,4,2,1,1,1,1,1,,,,,,,,1,1,8,4,4,2,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,1,1,4,4,4,1,3,3,4,1,2,4,1,1,4,2,1,4,4,4,3,2,2,2,2,2,2,2,2,2,1,4,2,1,2,3,3,3,3,3,3,1,4,3,4,4,3,2,1,1,1,1,1,3,8,1,3,,1,2,3,2,4,2,2,2,2,0,0,19,,,1,2,1,4,4,1,4,4,4,2,1,4,1,9,9,5,1,1,46,20,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,4,3,3,3,5,3,1,1,1,1,1,1,1,2,1,2,1,4,8,3,3,2,1,3,1,2,2,1,1,1,2,2,2,1,,4,4,4,3,5,3,4,1,1,3,1,2,2,4,2,1,1,1,3,1,2,2,1,2,2,2,1,2,2,4,1965,1,3,2,1,16,3,2,2,2,2,8,1,2,2,2,2,2,1,5,,1,3,,21,,1,3,5,1,49,1,12,CA,45775.7609787414,0.615306240286853,Church of Christ,1,2,4,2,1,6
128172877,33370,01_001771_00000071,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/12/2014,en-US,162048140,4139829958,4139829958,1771,1771,71,en-US,1,,3,4,6,2,6,3,5,5,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,2,0,3,0,2,1,5,4,3,4,4,4,3,4,4,4,2,4,2,4,3,2,4,4,4,4,2,3,3,4,1,4,4,4,1,4,4,4,2,4,2,3,3,4,3,2,1,1,2,2,2,1,2,2,1,4,7,2,2,8,3,2,3,1,3,3,3,4,4,4,4,2,1,2,2,1,1,2,3,2,2,1,2,3,1,3,1,3,2,2,2,2,0,0,30,,,1,2,1,4,4,1,4,4,4,4,3,4,3,8,8,8,8,8,16,,4,4,4,1,1,1,1,1,1,1,2,4,4,4,3,4,5,5,5,5,5,2,1,4,1,4,2,2,4,1,2,2,4,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,5,5,2,2,1,3,4,3,3,1,1,1,1,1,2,1,2,2,1,1977,1,2,2,2,40,5,2,1,2,1,1,1,,,,,,5,7,,1,2,,31,2,,3,6,1,37,1,21,FL,17054.9126606825,0.229247836918291,,1,2,6,2,1,5
128172878,33370,01_001772_00000071,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/12/2014,en-US,162048140,4139829933,4139829933,1772,1772,71,en-US,16,1,3,2,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,2,8,8,3,8,8,1,1,3,3,3,3,3,3,4,1,4,1,1,2,4,2,4,3,4,4,2,2,4,1,3,1,3,3,2,2,3,4,4,3,4,4,4,1,4,1,4,2,1,2,2,2,2,2,2,1,4,5,1,1,8,2,2,3,2,3,4,2,2,2,3,2,3,2,1,1,1,1,3,2,2,1,8,2,3,1,2,2,3,1,2,2,2,1,0,22,,,1,2,1,4,3,1,3,3,3,3,3,2,4,4,4,7,6,6,16,16,4,4,2,3,2,1,1,1,3,1,3,3,2,2,2,3,2,2,1,3,1,4,1,2,2,4,3,1,3,1,2,3,3,1,3,1,2,3,2,3,1,2,1,1,1,1,2,2,1,,4,,,4,4,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,4,1987,1,2,1,1,40,3,2,2,2,2,8,1,2,2,2,2,2,1,4,6,2,1,,27,1,,3,4,1,27,1,21,FL,17054.9126606825,0.229247836918291,,4,2,3,2,4,3
128172879,33370,01_001773_00000071,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/12/2014,en-US,162048140,4139834031,4139834031,1773,1773,71,en-US,16,,3,3,3,3,1,8,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,2,3,3,2,3,3,3,4,2,4,2,4,2,4,3,1,3,3,3,3,2,3,3,3,2,3,2,3,2,3,4,4,3,4,3,3,2,3,2,1,1,1,1,2,2,2,2,2,1,2,2,4,4,2,3,4,3,3,3,3,3,4,3,3,3,3,2,1,1,2,2,3,3,1,1,3,1,2,2,3,1,2,2,2,2,2,1,0,40,,45,,2,1,4,2,2,,,,2,3,2,2,4,4,6,7,5,16,16,3,3,3,2,1,1,2,1,2,1,2,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,4,2,2,1,4,2,2,1,2,3,3,3,3,3,1,2,1,1,1,2,1,2,1,,4,3,3,5,4,3,3,4,4,4,3,2,3,3,3,3,3,2,3,2,1,1,2,1,2,1,1,1,1,2,1958,1,4,2,4,40,4,2,1,2,2,2,1,2,2,2,2,2,1,4,7,1,0,1,,,,3,5,1,56,1,42,ME,88684.3244896556,1.19207233495148,,4,1,3,2,4,3
128172880,33370,01_001774_00000071,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/12/2014,en-US,162048140,4139835823,4139835823,1774,1774,71,en-US,25,,1,3,2,5,8,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,2,2,1,1,1,3,4,4,1,4,1,2,2,1,1,1,1,3,1,3,1,4,1,3,2,2,1,1,1,2,2,3,1,4,3,3,1,3,3,4,4,4,4,4,1,4,3,4,1,1,2,2,2,2,2,2,1,3,4,2,1,8,3,2,1,1,3,3,1,4,2,2,2,4,2,1,1,2,1,2,3,2,2,3,2,2,,3,1,2,2,2,2,2,0,0,38,,,1,2,1,3,2,2,,,,1,2,3,1,3,3,4,4,4,25,16,4,4,4,1,1,1,1,1,1,1,3,4,1,1,1,3,1,1,1,1,1,3,4,4,4,4,4,2,2,1,8,8,8,8,2,1,3,3,3,3,2,1,1,2,1,1,2,2,1,,4,,,,,,,,,,,1,1,5,5,1,2,3,4,1,1,1,2,2,2,1,1,2,2,8,1974,1,3,2,1,40,3,1,2,2,1,1,1,2,2,2,2,2,,7,,1,,1,,,,3,6,1,40,1,43,MA,70888.904990512,0.952870791771667,N/A,2,2,6,2,2,3
128172881,33370,01_001775_00000071,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/12/2014,en-US,162048140,4139829952,4139829952,1775,1775,71,en-US,45,,3,4,7,2,5,3,4,6,,2,,,,,,,,,,,0,4,,,,,,2,1,6,4,2,3,4,4,2,,,4,,4,,4,,2,4,4,4,,,4,,4,1,,3,4,1,3,4,,,4,3,1,2,4,1,1,1,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,1,1,3,1,3,2,2,2,4,2,2,8,1,1,1,3,2,1,3,1,2,1,3,1,3,2,2,2,2,0,0,22,,,1,2,1,4,3,1,,,,3,1,,3,8,8,7,8,9,16,45,1,1,2,3,1,1,1,1,1,1,4,4,2,3,3,4,3,4,4,4,4,3,1,1,1,2,0,0,5,0,2,0,4,1,1,3,3,2,3,3,2,1,1,1,1,1,2,2,1,,4,,,5,5,5,,,,,,1,1,5,3,3,3,3,3,3,1,1,1,2,1,1,1,2,2,3,1955,1,1,1,1,54,1,1,2,2,2,8,1,2,2,2,2,,4,6,,2,2,,24,,1,3,5,1,59,1,21,FL,17054.9126606825,0.229247836918291,,1,2,5,2,1,6
128172882,33370,01_001776_00000072,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/12/2014,en-US,162048140,4139836833,4139836833,1776,1776,72,en-US,12,1,3,3,6,1,5,3,3,5,3,3,3,2,2,1,1,1,1,1,1,1,1,2,1,4,0,0,1,1,1,2,4,4,4,4,4,4,4,1,4,2,4,1,4,1,4,4,4,4,3,2,3,3,3,1,3,2,4,1,4,4,1,1,4,3,1,3,4,1,2,1,1,2,2,2,2,2,2,1,6,6,3,3,2,2,1,2,1,1,2,1,3,2,4,3,4,1,1,1,1,1,8,3,2,1,8,2,2,1,3,1,3,2,2,2,2,0,0,,1,,1,1,,,,1,3,4,3,4,3,3,3,6,1,8,6,0,12,9998,1,1,1,4,2,1,1,1,3,1,1,1,3,1,2,3,1,2,1,1,1,2,2,4,4,2,4,2,2,1,2,2,1,8,3,3,3,3,2,3,2,1,1,1,1,1,2,2,2,1,,,,,,,,,,,,4,2,4,3,4,4,3,4,1,1,1,1,,,,,,2,3,1987,1,1,2,3,40,5,2,1,2,2,8,2,1,2,2,2,2,1,6,,2,1,,21,1,,3,4,1,27,1,43,OH,136767.823032304,1.83839860185626,,3,2,5,1,3,5
128172883,33370,01_001777_00000072,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/12/2014,en-US,162048140,4139831680,4139831680,1777,1777,72,en-US,1,,4,4,8,5,,3,5,8,4,3,2,1,4,4,2,2,1,1,1,4,0,2,1,3,1,1,1,1,1,,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,1,3,1,4,1,4,4,4,1,4,3,1,2,4,3,2,2,2,2,2,2,2,2,2,2,4,7,3,2,8,2,1,,1,2,3,2,1,3,4,3,3,2,1,1,1,1,3,1,3,8,8,2,2,1,,,3,2,2,2,2,0,0,,1,,1,1,,,,1,4,4,4,1,2,4,1,0,9,9,9,9,,,1,1,1,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,3,3,3,3,2,3,,1,1,1,1,1,2,2,1,1,,,,,,,,,,,,1,1,5,4,1,1,3,4,1,,,,,,,,,2,,,1,1,2,6,,,,2,1,1,1,2,1,2,2,2,,1,5,7,2,,,,,,3,,1,0,,31,MI,34809.0289698146,0.467894193029354,,,2,4,1,,6
128172311,33370,01_001801_00000073,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/19/2014,en-US,162048140,4139832512,4139832512,1801,1801,73,en-US,12,,4,,6,1,1,8,3,8,2,1,1,,2,2,1,1,2,1,1,1,2,,8,8,1,1,8,1,1,2,3,3,3,3,3,3,4,3,4,1,4,2,4,3,4,4,4,4,4,4,4,4,3,,3,2,3,2,3,4,,,4,,,,3,,2,1,2,2,2,1,2,2,2,1,4,5,3,2,8,3,3,,,,3,3,2,,3,3,3,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,3,3,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,2,3,3,3,3,3,2,1,1,2,1,1,2,2,,,4,,,4,4,,,,,,,3,3,4,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,5,1942,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,72,1,33,GA,18500.1899235101,0.248674889571234,,1,2,,,1,5
128172312,33370,01_001803_00000073,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/19/2014,en-US,162048140,4139835382,4139835382,1803,1803,73,en-US,20,,,4,7,4,1,2,5,7,2,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,0,1,3,1,1,8,4,4,4,4,4,4,4,4,4,4,4,1,4,1,2,4,4,4,,3,4,3,4,1,4,4,4,1,4,4,,3,4,2,1,4,4,4,2,1,1,1,2,2,2,2,2,1,7,7,4,3,2,4,4,4,2,4,3,2,1,2,3,2,3,1,1,1,1,1,3,1,3,1,3,2,3,1,3,1,3,2,2,2,2,0,0,17,,,1,6,,,,1,4,4,4,4,1,1,4,9,,1,1,1,33,20,4,4,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,0,3,3,3,3,3,3,1,1,2,1,1,1,1,2,1,,4,3,,4,4,4,2,4,,3,2,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1934,1,4,2,6,,,,1,2,2,8,1,2,2,2,2,2,1,2,3,2,4,,18,,1,3,2,1,80,1,42,TX,120165.826530276,1.61523874977511,Church of Christ,1,1,1,4,1,6
128172313,33370,01_001804_00000073,162048140_01,SCAN,162048140,3/26/2014,OTHER,3/19/2014,en-US,162048140,4139829879,4139829879,1804,1804,73,en-US,46,,1,2,0,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,3,1,1,1,1,4,4,,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,4,4,4,4,4,2,4,2,2,1,1,2,2,2,1,2,2,1,6,6,4,3,2,3,3,3,2,1,2,1,2,2,4,3,2,1,1,1,2,1,3,2,1,1,2,1,2,2,3,1,3,2,2,2,2,2,0,,1,,1,1,,,,2,,,,3,3,3,3,0,0,0,2,2,31,9998,4,4,3,2,1,1,2,1,3,3,3,4,2,2,2,3,1,1,1,1,1,4,2,5,1,2,3,0,3,0,1,3,3,1,3,1,3,2,3,2,1,1,1,2,1,2,2,2,2,1,,,,,,,,,,,,2,2,4,3,2,2,1,2,1,2,1,2,2,2,2,1,2,1,7,1981,1,1,2,2,45,2,1,2,1,1,1,1,,,,,,1,7,,1,,1,,,,,5,1,33,1,21,NY,17054.9126606825,0.229247836918291,,7,1,6,1,6,1
